Gender,Age,Under30,SeniorCitizen,Married,NumberofDependents,Latitude,Longitude,Population,Number_of_Referrals,TenureinMonths,Offer,PhoneService,AvgMonthlyLongDistanceCharges,MultipleLines,InternetType,AvgMonthlyGBDownload,OnlineSecurity,OnlineBackup,DeviceProtectionPlan,PremiumTechSupport,StreamingTV,StreamingMovies,StreamingMusic,UnlimitedData,Contract,PaperlessBilling,PaymentMethod,MonthlyCharge,TotalCharges,TotalRefunds,TotalExtraDataCharges,TotalLongDistanceCharges,TotalRevenue,SatisfactionScore
Male,42,No,No,Yes,2,34.078991,-118.263804,73686,3,49,Offer B,Yes,5.29,No,Cable,30,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,59.6,2970.3,0.0,0,259.21,3229.51,3
Male,49,No,No,No,0,39.191797,-120.212401,942,0,2,Offer E,Yes,22.56,No,Fiber Optic,15,Yes,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,100.2,198.5,0.0,10,45.12,253.62,3
Male,28,Yes,No,Yes,0,33.819385,-117.600213,60294,1,38,,Yes,22.05,No,Cable,73,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,81.0,3084.9,0.0,0,837.9,3922.8,4
Female,67,No,Yes,No,0,34.321621,-118.399841,81986,0,38,,Yes,26.1,No,DSL,27,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,57.15,2250.65,0.0,0,991.8,3242.45,1
Female,79,No,Yes,No,0,33.921793,-118.140588,42459,0,17,,Yes,32.19,Yes,Fiber Optic,11,No,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,94.2,1608.15,36.4,0,547.23,2118.98,4
Female,23,Yes,No,Yes,0,32.555828,-117.040073,28488,1,37,,No,0.0,No,DSL,27,Yes,No,No,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,45.4,1593.1,44.13,0,0.0,1548.97,4
Female,78,No,Yes,Yes,1,33.936291,-118.332639,27778,1,25,Offer C,Yes,19.76,No,Fiber Optic,12,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.5,2514.5,13.43,0,494.0,2995.07,2
Male,33,No,No,No,0,37.527497,-122.230941,10658,0,2,,Yes,1.81,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,33.7,0.0,0,3.62,37.32,3
Male,58,No,No,No,0,34.281911,-118.556218,28067,0,17,,Yes,36.47,No,Cable,15,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,56.1,946.95,0.0,0,619.99,1566.94,3
Female,79,No,Yes,No,0,32.76501,-117.19938,24169,0,22,,Yes,5.09,Yes,Fiber Optic,23,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.4,1692.6,0.0,0,111.98,1804.58,1
Female,72,No,Yes,No,1,33.989524,-118.089299,63288,0,27,Offer C,Yes,3.33,Yes,Fiber Optic,18,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,78.05,2135.5,0.0,10,89.91,2235.41,1
Male,59,No,No,Yes,1,38.129308,-122.834815,406,1,13,,Yes,13.32,No,DSL,21,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,64.75,877.35,0.0,0,173.16,1050.51,3
Male,79,No,Yes,No,0,38.749466,-121.184196,20675,0,64,,Yes,4.99,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.05,1198.05,0.0,0,319.36,1517.41,4
Male,57,No,No,Yes,0,33.944624,-118.192615,96267,0,66,Offer A,Yes,6.22,Yes,DSL,26,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,84.0,5714.25,0.0,0,410.52,6124.77,4
Female,20,Yes,No,No,0,37.270938,-121.851046,36944,0,25,Offer C,Yes,32.33,Yes,Fiber Optic,51,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,108.9,2809.05,0.0,0,808.25,3617.3,4
Female,71,No,Yes,No,0,37.249377,-120.249581,3256,0,26,,Yes,33.74,No,Fiber Optic,7,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,85.8,2193.65,0.0,0,877.24,3070.89,3
Female,51,No,No,Yes,0,33.988572,-118.186565,28094,1,35,Offer C,Yes,24.53,No,DSL,30,Yes,No,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,62.15,2215.45,0.0,0,858.55,3074.0,4
Male,71,No,Yes,Yes,0,33.906496,-116.569499,732,1,46,Offer B,Yes,48.62,No,Fiber Optic,3,No,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,80.4,3605.2,0.0,20,2236.52,5861.72,3
Male,56,No,No,No,0,34.460197,-119.802602,16477,0,13,Offer D,Yes,10.11,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.75,265.75,0.0,0,131.43,397.18,5
Female,34,No,No,No,3,33.977468,-118.445475,18058,0,12,,Yes,25.34,Yes,Fiber Optic,56,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,78.95,927.35,0.0,80,304.08,1311.43,1
Male,47,No,No,Yes,2,33.688546,-117.788091,27369,5,70,Offer A,Yes,48.57,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.05,1360.25,0.0,0,3399.9,4760.15,3
Male,23,Yes,No,No,0,34.195685,-118.490752,50047,0,3,Offer E,Yes,16.39,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.75,67.1,0.0,0,49.17,116.27,5
Female,59,No,No,Yes,0,37.339533,-121.777179,44103,4,71,,No,0.0,No,Cable,6,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,47.05,3263.6,0.0,0,0.0,3263.6,4
Male,40,No,No,Yes,0,38.392559,-121.225093,5889,5,13,Offer D,Yes,29.92,No,Fiber Optic,21,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.05,1095.3,23.97,0,388.96,1460.29,1
Male,64,No,No,No,0,40.053684,-120.743116,513,0,14,Offer D,Yes,8.54,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.6,300.4,0.0,0,119.56,419.96,4
Male,35,No,No,No,0,38.922812,-121.312005,15286,0,64,Offer B,Yes,14.39,Yes,DSL,7,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,86.55,5632.55,0.0,0,920.96,6553.51,4
Female,49,No,No,No,0,34.072945,-118.37267,21739,0,49,Offer B,Yes,27.2,Yes,Fiber Optic,24,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.5,3906.7,0.0,0,1332.8,5239.5,5
Male,64,No,No,No,0,39.440687,-121.263583,1237,0,72,Offer A,Yes,10.87,Yes,Fiber Optic,16,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,103.65,7634.8,0.0,0,782.64,8417.44,5
Female,63,No,No,No,0,36.315979,-119.710852,2872,0,4,Offer E,Yes,43.32,Yes,Fiber Optic,20,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,85.65,321.65,0.0,10,173.28,504.93,1
Male,54,No,No,Yes,2,33.952714,-118.292061,87383,8,6,Offer E,Yes,23.73,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.85,138.85,0.0,0,142.38,281.23,5
Female,26,Yes,No,No,0,37.972662,-122.491452,40239,0,42,Offer B,Yes,33.46,Yes,Fiber Optic,52,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.2,4400.75,40.15,0,1405.32,5765.92,1
Female,19,Yes,No,Yes,0,34.133809,-117.523724,12937,1,67,,No,0.0,No,DSL,52,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,59.55,4103.9,0.0,0,0.0,4103.9,4
Male,43,No,No,No,0,39.562239,-121.14836,282,0,4,Offer E,Yes,31.57,Yes,Fiber Optic,18,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,90.65,367.95,0.0,0,126.28,494.23,3
Female,54,No,No,No,0,37.691561,-122.445202,47453,0,15,,Yes,22.39,No,Fiber Optic,7,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,105.1,1582.75,0.0,0,335.85,1918.6,1
Male,63,No,No,Yes,0,39.218096,-120.79153,751,7,12,,Yes,49.39,No,DSL,5,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.15,741.4,0.0,0,592.68,1334.08,4
Male,33,No,No,Yes,0,33.215251,-116.53633,339,3,45,,Yes,39.82,Yes,DSL,13,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,78.75,3600.65,0.0,0,1791.9,5392.55,3
Female,50,No,No,No,0,40.497283,-123.93037,1072,0,22,Offer D,Yes,10.25,No,,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.85,450.65,0.0,0,225.5,676.15,5
Male,20,Yes,No,No,0,38.460517,-122.790335,36125,0,4,Offer E,Yes,29.98,Yes,Fiber Optic,71,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,72.2,305.55,0.0,0,119.92,425.47,2
Female,29,Yes,No,No,0,37.722302,-122.491129,26297,0,1,Offer E,Yes,13.04,No,Fiber Optic,46,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.95,69.95,0.0,0,13.04,82.99,3
Female,57,No,No,No,0,39.904002,-121.527823,28,0,19,Offer D,Yes,40.22,No,Cable,22,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,56.2,1093.4,0.0,0,764.18,1857.58,5
Female,37,No,No,No,0,39.461768,-121.195825,262,0,1,,Yes,26.41,No,Cable,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.3,45.3,0.0,0,26.41,71.71,1
Male,46,No,No,Yes,2,37.246064,-121.749494,14792,7,51,,Yes,16.85,Yes,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.95,1222.25,0.0,0,859.35,2081.6,4
Female,34,No,No,No,0,32.726627,-116.994608,56100,0,1,Offer E,Yes,9.44,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.25,19.25,0.0,0,9.44,28.69,3
Female,26,Yes,No,No,3,40.160386,-120.835428,2064,0,34,,Yes,27.47,Yes,Fiber Optic,51,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,116.15,3946.9,0.0,0,933.98,4880.88,4
Female,61,No,No,No,3,40.7666,-123.80458,155,0,23,Offer D,Yes,25.85,No,Cable,53,No,No,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,49.45,1119.35,0.0,0,594.55,1713.9,3
Male,51,No,No,Yes,0,33.752524,-118.210737,38427,1,51,,No,0.0,No,DSL,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,59.3,3014.65,0.0,0,0.0,3014.65,1
Male,23,Yes,No,Yes,3,35.735694,-118.738483,296,1,71,Offer A,Yes,14.14,No,Fiber Optic,59,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.65,7288.4,0.0,0,1003.94,8292.34,4
Female,55,No,No,No,0,34.037037,-118.705803,11,0,7,,Yes,15.54,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.65,155.9,0.0,0,108.78,264.68,5
Female,39,No,No,No,0,33.801869,-117.995068,29694,0,18,Offer D,Yes,8.95,No,,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.15,390.85,0.0,0,161.1,551.95,3
Female,23,Yes,No,No,0,38.050558,-121.646924,2379,0,72,Offer A,Yes,23.02,No,Cable,69,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,73.0,5265.2,0.0,0,1657.44,6922.64,4
Male,48,No,No,No,0,33.362575,-117.299644,42239,0,3,,Yes,35.64,No,Cable,6,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.35,191.35,0.0,0,106.92,298.27,2
Female,53,No,No,No,0,33.736387,-118.284363,58639,0,8,Offer E,Yes,48.14,Yes,DSL,18,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,71.15,563.65,0.0,0,385.12,948.77,1
Female,56,No,No,No,0,37.758019,-122.138678,42854,0,31,,Yes,40.92,No,Fiber Optic,20,Yes,No,Yes,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,87.6,2724.25,0.0,70,1268.52,4062.77,4
Male,80,No,Yes,Yes,0,32.605012,-116.97595,9278,2,51,Offer B,Yes,43.58,Yes,Cable,22,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.2,4146.05,0.0,0,2222.58,6368.63,2
Female,68,No,Yes,Yes,0,37.897753,-122.279391,11889,1,3,Offer E,Yes,25.77,No,Fiber Optic,2,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,88.3,273.75,0.0,0,77.31,351.06,1
Male,27,Yes,No,Yes,0,34.457541,-119.631072,12741,1,53,Offer B,Yes,31.24,Yes,Fiber Optic,73,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,93.9,5029.2,0.0,0,1655.72,6684.92,1
Male,29,Yes,No,No,0,38.147852,-120.440124,4353,0,26,Offer C,Yes,24.67,Yes,Cable,59,No,No,No,No,No,No,No,Yes,One Year,Yes,Credit Card,51.55,1295.4,0.0,0,641.42,1936.82,3
Male,20,Yes,No,Yes,0,34.062125,-118.315709,1957,1,47,,Yes,10.07,Yes,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,25.4,1139.2,0.0,0,473.29,1612.49,3
Male,29,Yes,No,No,0,41.082472,-121.195215,240,0,10,,Yes,33.98,Yes,DSL,59,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,54.5,568.2,0.0,0,339.8,908.0,4
Female,73,No,Yes,No,0,32.825086,-117.199424,51213,0,1,Offer E,Yes,22.5,No,Fiber Optic,27,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.95,69.95,0.0,10,22.5,102.45,2
Male,31,No,No,Yes,2,37.942551,-122.491642,6448,8,13,,Yes,48.7,Yes,,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,24.5,343.6,0.0,0,633.1,976.7,5
Male,25,Yes,No,No,0,36.696759,-119.024051,571,0,70,Offer A,Yes,12.19,Yes,Fiber Optic,42,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,104.0,7250.15,0.0,0,853.3,8103.45,1
Male,52,No,No,No,0,37.386978,-122.177746,1723,0,5,,Yes,14.26,No,DSL,26,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,70.05,346.4,0.0,0,71.3,417.7,1
Male,33,No,No,Yes,0,37.792489,-122.244314,41876,8,5,Offer E,Yes,15.74,Yes,Fiber Optic,28,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.15,413.25,0.0,0,78.7,491.95,3
Male,38,No,No,No,0,37.590421,-122.306467,32488,0,10,,Yes,49.04,No,Cable,23,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,51.65,524.5,0.0,0,490.4,1014.9,4
Male,47,No,No,No,0,38.694081,-121.694431,15022,0,5,Offer E,Yes,7.31,No,DSL,18,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.2,216.9,0.0,0,36.55,253.45,1
Female,59,No,No,Yes,0,39.903272,-121.843567,26971,7,51,,Yes,20.47,Yes,,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,25.5,1281.25,0.0,0,1043.97,2325.22,5
Female,56,No,No,No,0,33.988543,-118.334081,44764,0,47,,Yes,45.67,Yes,DSL,3,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,74.05,3496.3,0.0,0,2146.49,5642.79,4
Male,42,No,No,No,0,38.646209,-121.52446,8403,0,52,,Yes,47.9,No,DSL,3,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,53.75,2790.65,43.12,0,2490.8,5238.33,3
Male,50,No,No,No,0,36.722898,-121.633648,53946,0,2,Offer E,Yes,40.25,Yes,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,24.85,62.0,0.0,0,80.5,142.5,3
Female,25,Yes,No,No,0,33.792791,-117.789749,37916,0,5,Offer E,Yes,48.86,No,Fiber Optic,59,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,80.2,384.25,0.0,0,244.3,628.55,3
Female,34,No,No,No,0,38.93706,-123.118111,1373,0,53,,No,0.0,No,DSL,25,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,53.6,2879.2,0.0,0,0.0,2879.2,3
Female,38,No,No,No,0,37.497915,-122.267361,28098,0,55,Offer B,Yes,3.62,No,DSL,17,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.55,2832.75,0.0,0,199.1,3031.85,3
Female,38,No,No,No,0,34.147149,-118.463365,22085,0,68,Offer A,No,0.0,No,DSL,28,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,64.35,4539.6,0.0,130,0.0,4669.6,3
Female,55,No,No,Yes,0,33.694501,-116.412711,29340,9,46,Offer B,Yes,35.46,Yes,,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,24.45,1066.15,0.0,0,1631.16,2697.31,4
Female,66,No,Yes,Yes,0,38.805481,-120.13287,25,5,15,Offer D,Yes,37.84,No,Fiber Optic,19,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,94.65,1285.05,0.0,0,567.6,1852.65,3
Male,59,No,No,Yes,0,37.758085,-122.434801,30587,1,60,,Yes,35.22,Yes,Fiber Optic,16,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.75,5742.9,0.0,0,2113.2,7856.1,2
Female,40,No,No,No,0,35.176236,-120.483243,24499,0,36,,Yes,25.95,Yes,DSL,21,Yes,No,No,No,No,No,No,Yes,One Year,No,Credit Card,54.45,1893.5,0.0,0,934.2,2827.7,3
Female,60,No,No,No,0,35.511833,-120.918713,3220,0,10,Offer D,Yes,41.04,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,18.85,163.2,0.0,0,410.4,573.6,3
Male,30,No,No,Yes,0,33.9108,-117.398153,46550,7,43,,Yes,33.97,Yes,DSL,69,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,80.2,3581.6,0.0,0,1460.71,5042.31,3
Female,53,No,No,Yes,2,37.422961,-120.765493,10159,10,64,Offer B,Yes,17.07,Yes,DSL,25,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,53.85,3399.85,0.0,0,1092.48,4492.33,4
Male,48,No,No,Yes,2,40.883853,-122.418258,1236,4,63,Offer B,Yes,10.67,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,19.55,1245.6,0.0,0,672.21,1917.81,5
Female,69,No,Yes,Yes,0,33.477923,-117.705314,27730,1,1,,Yes,7.74,No,DSL,19,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,46.0,46.0,0.0,0,7.74,53.74,1
Female,59,No,No,No,0,38.169605,-121.310964,4176,0,13,Offer D,Yes,33.69,Yes,Fiber Optic,15,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,80.0,1029.35,0.0,0,437.97,1467.32,3
Female,23,Yes,No,No,0,34.137412,-118.207607,27866,0,18,Offer D,Yes,35.7,No,Fiber Optic,26,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.05,1740.7,0.0,0,642.6,2383.3,1
Male,38,No,No,No,0,36.545322,-119.642281,26213,0,4,Offer E,Yes,30.07,No,Cable,29,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.55,220.75,0.0,0,120.28,341.03,3
Male,54,No,No,No,0,39.281194,-122.226568,1146,0,19,Offer D,Yes,13.76,Yes,DSL,4,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,69.6,1394.55,0.0,0,261.44,1655.99,4
Male,66,No,Yes,Yes,0,35.478736,-115.516984,162,2,64,,Yes,20.19,Yes,Fiber Optic,8,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,102.1,6538.45,0.0,0,1292.16,7830.61,4
Female,63,No,No,Yes,1,34.15136,-118.364786,16996,1,72,,Yes,14.46,No,Fiber Optic,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.65,7726.35,0.0,0,1041.12,8767.47,4
Female,75,No,Yes,No,0,37.820894,-122.369725,1458,0,3,,Yes,41.9,Yes,Fiber Optic,11,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.4,205.05,0.0,0,125.7,330.75,1
Female,70,No,Yes,Yes,0,34.099869,-118.326843,30568,3,67,,Yes,2.67,Yes,Fiber Optic,25,Yes,Yes,Yes,Yes,No,Yes,No,Yes,One Year,Yes,Credit Card,105.4,7035.6,0.0,0,178.89,7214.49,4
Female,75,No,Yes,No,0,38.652065,-121.25441,40750,0,25,,Yes,36.5,Yes,Fiber Optic,30,Yes,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,102.8,2660.2,0.0,0,912.5,3572.7,1
Female,64,No,No,No,0,32.805518,-117.169052,46828,0,41,,Yes,10.26,No,Fiber Optic,2,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,98.8,3959.15,27.09,0,420.66,4352.72,4
Male,49,No,No,No,0,33.830431,-118.074071,14852,0,49,,Yes,17.77,Yes,DSL,13,No,No,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,66.15,3199.0,0.0,0,870.73,4069.73,3
Female,48,No,No,Yes,0,32.961064,-117.134917,47224,1,4,,Yes,4.14,Yes,Fiber Optic,30,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.95,381.3,0.0,0,16.56,397.86,3
Female,34,No,No,Yes,1,38.33788,-120.954202,9752,6,55,Offer B,Yes,41.18,Yes,Fiber Optic,18,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,100.9,5448.6,0.0,0,2264.9,7713.5,4
Male,31,No,No,No,0,33.889632,-118.39737,33758,0,1,,Yes,36.12,No,Fiber Optic,14,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.6,70.6,0.0,0,36.12,106.72,3
Male,56,No,No,Yes,0,41.950683,-124.097094,2020,1,65,Offer B,Yes,40.47,No,DSL,30,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,74.8,4820.15,0.0,0,2630.55,7450.7,1
Male,61,No,No,No,1,37.007882,-122.065975,4563,0,8,,Yes,14.37,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35,178.7,0.0,0,114.96,293.66,3
Female,64,No,No,No,0,35.097323,-118.171288,4882,0,44,Offer B,Yes,18.42,Yes,DSL,22,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.15,2139.1,0.0,0,810.48,2949.58,3
Male,58,No,No,No,0,38.25485,-122.461799,34314,0,9,,Yes,21.11,No,Fiber Optic,6,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.6,661.55,0.0,0,189.99,851.54,3
Male,51,No,No,Yes,1,34.037037,-118.705803,11,0,72,Offer A,Yes,24.95,Yes,Fiber Optic,13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,114.45,8100.55,0.0,0,1796.4,9896.95,3
Male,20,Yes,No,Yes,0,33.141265,-116.967221,48690,9,71,,Yes,32.18,Yes,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,24.5,1816.2,0.0,0,2284.78,4100.98,4
Female,52,No,No,No,0,33.645672,-117.922613,62069,0,11,Offer D,Yes,24.57,Yes,Cable,10,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,58.95,601.6,0.0,70,270.27,941.87,4
Female,30,No,No,Yes,0,37.855717,-121.994813,15187,1,71,Offer A,Yes,26.58,Yes,Cable,27,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,80.45,5662.25,0.0,0,1887.18,7549.43,5
Male,55,No,No,Yes,0,36.789213,-119.140338,506,5,50,Offer B,Yes,1.87,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.8,1013.2,0.0,0,93.5,1106.7,4
Female,28,Yes,No,No,0,36.878709,-119.7645,45087,0,13,Offer D,No,0.0,No,Cable,53,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,35.1,446.1,0.0,0,0.0,446.1,3
Male,53,No,No,Yes,0,36.185471,-119.375243,56101,1,1,,Yes,35.15,No,Fiber Optic,14,No,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,76.2,76.2,0.0,50,35.15,161.35,3
Female,42,No,No,Yes,2,37.461251,-122.235414,35737,1,52,,Yes,19.21,Yes,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,23.05,1255.1,0.0,0,998.92,2254.02,3
Female,31,No,No,Yes,0,37.654436,-122.426468,60599,7,17,,Yes,17.91,Yes,Fiber Optic,9,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,88.25,1460.65,0.0,0,304.47,1765.12,2
Female,48,No,No,Yes,0,32.853743,-117.25034,42617,8,71,,Yes,43.61,No,Cable,27,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,80.7,5705.05,0.0,0,3096.31,8801.36,5
Female,48,No,No,No,0,38.733908,-120.453416,8577,0,8,Offer E,Yes,45.59,Yes,Fiber Optic,8,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,87.05,762.1,0.0,0,364.72,1126.82,1
Male,48,No,No,No,3,36.452211,-119.94575,5729,0,56,Offer B,Yes,22.47,Yes,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.8,1424.2,0.0,0,1258.32,2682.52,3
Male,21,Yes,No,Yes,0,37.410567,-122.297152,25569,1,55,Offer B,Yes,10.61,Yes,Fiber Optic,76,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.15,5743.05,0.0,0,583.55,6326.6,1
Male,62,No,No,Yes,0,34.360261,-119.306383,32899,5,72,Offer A,Yes,22.01,Yes,DSL,5,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,82.15,5784.3,0.0,0,1584.72,7369.02,5
